category,rating,label,text_
Clothing_Shoes_and_Jewelry_5,3.0,CG,"These are adorable but they are a little wide on me. I'm a 40 waist and they fit so snug around the waist, but they're still a bit snug."
Clothing_Shoes_and_Jewelry_5,5.0,OR,Love it!!!! This skirt is amazing I'm 5 ft 6in and 220 LB and ordered a XL fit perfectly love it I think I will buy another colour and super cheap!
Electronics_5,4.0,OR,"Denons ear-bud headphones are simple, comfortable to wear, and offer high sound quality.

The Denons are understated, but stylish.  They have polished end caps, with dark chrome accents.  The materials and the fit and finish are high.  Included with the headphones are three silicon ear tips; small, medium, and large.  Also included is a short extension cable, although I am unsure what anyone would need it for.  I never needed it when using the Denons with my iPhone 5s.

The Denons have a small built-in microphone and a single button that is attached a couple of inches down from the right ear-bud.  The button allows you to control music playback and take calls/use voice command.  Its very intuitive and simple to use.

Sound quality of the Denons is high.  I listened to all types of music, from jazz, to country, to pop and all of it sounded nice.  Bass was strong without being overpowering, and high were also nicely rendered.  Overall, I found they produced very balanced and attractive sound.  Since the Denons close off the opening of the ear canal so well I was also able to hear subtle instruments and vocals that I would have missed otherwise.  The one downside of their excellent noise isolation is that I could also hear myself breathing at times.

The Denons are comfortable and I found that the medium sized ear tips fit my average sized ears best.  The headphones fit snuggly, but are never uncomfortable, and even after walking briskly for a mile they only shifted a little bit.  Im not sure they are made for running, but for modest activity levels they should work fine.  They are also light in weight.  The cord is long enough to not tug on the headphones when you move, but not so long that it gets in the way.

All in all you cant ask for much more from ear-buds."
Clothing_Shoes_and_Jewelry_5,4.0,CG,"This shirt doesn't really look like it does in the photo but it's still a pretty nice shirt. I bought this for my son, he loves it! He wears it often and it's comfortable."
Books_5,5.0,CG,"I got this book to read to my son and he loved it.  He loves the book.I read this book in the middle of the night, and it was great.  The story was well told and the characters were strong.  I would recommend this to everyone.I loved this book"
Books_5,5.0,CG,Enjoyed this story of Ward and his family.  I loved it.  I would recommend it to
Kindle_Store_5,4.0,CG,"Valla is on a camping trip with his brothers and a few other people who have been through the past. The crew is having a hard time finding the words to describe what is going on. A little of the crew is trying to figure out what is going on. The crew is a bit confused because the crew is also engaged in a lot of other activities. They are trying to figure out what is going on and if they can't figure it out, they will have to go back to their campsites. They are trying to find out what is going on and if it is really a real problem. The next day, they have a meeting. The only problem is that the men are not at the meeting. They have to go back to their campsites and talk to each other. They are not going to be able to find the words to describe what is going on. The problem is that the men are not in town. They are in the town of Colosseum. They are not going to be able to find the words to describe what is going on. The problem is that the men are not talking to each other. They are not in town. They are in a bar. The men are in town. They are in the bar. They are in the bar. They are in a bar. They are in a bar. The men are in a bar. They are in the bar. They are in a bar."
Electronics_5,5.0,CG,There was a great deal on this item.  I was able to make a purchase through Amazon.  If you want to get a solid product then this is the one to get.  If you want to get a
Clothing_Shoes_and_Jewelry_5,4.0,CG,"Great fit and comfortable.  Not bulky at all.Very good quality.Nice bag!Very pretty.I bought this for my son, he"
Kindle_Store_5,5.0,OR,I've read all of this authors book this one is just as good
Clothing_Shoes_and_Jewelry_5,5.0,OR,"Got these as a requirement as a part of my bridesmaid outfit (worn with long black chiffon dress).  Looked SO cute, and very comfy!  Chucks are a classic for a reason."
